System_ID,System_Name,Plant,Production_Line,Automation_Type,PLC,SCADA,DCS,Robot_Model,Status,Efficiency,Cycle_Time,Energy_Consumption,Downtime_Minutes,Alarm_Count,Operator_ID,Maintenance_Status,Project_ID,Compliance_Status,Created_Date
SYS0127,Current Automation,Austin Plant,Line A,Fully Automated,PLC127,Wonderware,ABB 800xA,ABB IRB2600,Running,80.66,29.35,1224.3,290,1,OP127,In Progress,PRJ127,Passed,2025-12-03
SYS0128,Hope Automation,Chicago Plant,Line C,Semi Automated,PLC128,Wonderware,ABB 800xA,ABB IRB2600,Maintenance,84.55,29.49,999.22,58,0,OP128,In Progress,PRJ128,Passed,2024-07-19
SYS0129,College Automation,Chicago Plant,Assembly Line,Semi Automated,PLC129,WinCC,Honeywell Experion,KUKA KR10,Stopped,80.15,28.36,1887.96,251,6,OP129,Completed,PRJ129,Passed,2026-01-17
SYS0130,Stop Automation,Dallas Plant,Line D,Fully Automated,PLC130,Wonderware,ABB 800xA,KUKA KR10,Maintenance,92.03,26.5,1080.72,153,5,OP130,In Progress,PRJ130,Failed,2025-06-09
SYS0131,Become Automation,Austin Plant,Line C,Robotic Cell,PLC131,Ignition,ABB 800xA,ABB IRB2600,Idle,80.68,24.82,1221.79,293,11,OP131,Scheduled,PRJ131,Failed,2025-12-07
SYS0132,Make Automation,Austin Plant,Assembly Line,Fully Automated,PLC132,WinCC,Honeywell Experion,Yaskawa GP25,Stopped,87.62,33.07,2146.68,37,4,OP132,Scheduled,PRJ132,Failed,2025-06-12
SYS0133,Century Automation,Dallas Plant,Line D,Semi Automated,PLC133,FactoryTalk,ABB 800xA,ABB IRB2600,Idle,85.38,37.32,610.83,63,4,OP133,Scheduled,PRJ133,Passed,2025-04-19
SYS0134,Weight Automation,Austin Plant,Line C,Robotic Cell,PLC134,Ignition,Honeywell Experion,KUKA KR10,Running,81.01,29.05,1601.68,64,9,OP134,In Progress,PRJ134,Failed,2026-02-06
SYS0135,Professor Automation,Dallas Plant,Assembly Line,Robotic Cell,PLC135,Ignition,Emerson DeltaV,ABB IRB2600,Idle,90.81,31.62,1710.28,288,1,OP135,Completed,PRJ135,Passed,2024-11-21
SYS0136,Than Automation,Dallas Plant,Packaging Line,Robotic Cell,PLC136,FactoryTalk,Emerson DeltaV,ABB IRB2600,Stopped,89.83,10.91,2277.99,279,9,OP136,In Progress,PRJ136,Pending,2026-06-29
SYS0137,Game Automation,Chicago Plant,Line B,Robotic Cell,PLC137,Wonderware,Honeywell Experion,Yaskawa GP25,Running,91.53,14.74,1331.24,237,6,OP137,Scheduled,PRJ137,Failed,2025-12-04
SYS0138,Billion Automation,Austin Plant,Line C,Robotic Cell,PLC138,FactoryTalk,Emerson DeltaV,KUKA KR10,Stopped,78.14,21.12,1623.3,163,7,OP138,Scheduled,PRJ138,Passed,2025-10-22
SYS0139,Yeah Automation,Houston Plant,Line D,Fully Automated,PLC139,Ignition,ABB 800xA,FANUC M-20iD,Maintenance,97.69,35.92,1336.27,81,10,OP139,In Progress,PRJ139,Failed,2025-05-13
SYS0140,Word Automation,Houston Plant,Line B,Fully Automated,PLC140,Wonderware,Emerson DeltaV,Yaskawa GP25,Stopped,96.1,24.92,680.1,201,14,OP140,Completed,PRJ140,Passed,2026-04-29
SYS0141,Mission Automation,Phoenix Plant,Line C,Fully Automated,PLC141,WinCC,Honeywell Experion,Yaskawa GP25,Stopped,81.86,10.25,714.99,68,8,OP141,In Progress,PRJ141,Pending,2024-08-22
SYS0142,Somebody Automation,Chicago Plant,Line C,Fully Automated,PLC142,Wonderware,ABB 800xA,ABB IRB2600,Maintenance,88.28,12.21,1508.51,281,8,OP142,In Progress,PRJ142,Failed,2025-07-21
SYS0143,Do Automation,Phoenix Plant,Line A,Fully Automated,PLC143,WinCC,Honeywell Experion,KUKA KR10,Maintenance,88.39,20.97,788.53,260,12,OP143,In Progress,PRJ143,Passed,2025-04-30
SYS0144,Turn Automation,Dallas Plant,Line A,Fully Automated,PLC144,FactoryTalk,Honeywell Experion,Yaskawa GP25,Idle,89.55,25.47,1155.93,163,5,OP144,Scheduled,PRJ144,Failed,2024-11-20
SYS0145,Rich Automation,Houston Plant,Assembly Line,Semi Automated,PLC145,Wonderware,Emerson DeltaV,KUKA KR10,Stopped,94.58,21.05,1847.61,213,9,OP145,In Progress,PRJ145,Failed,2025-07-24
SYS0146,Inside Automation,Dallas Plant,Assembly Line,Semi Automated,PLC146,FactoryTalk,Emerson DeltaV,ABB IRB2600,Running,89.0,15.12,1758.05,194,4,OP146,In Progress,PRJ146,Passed,2025-11-01
SYS0147,Situation Automation,Dallas Plant,Assembly Line,Robotic Cell,PLC147,WinCC,ABB 800xA,FANUC M-20iD,Stopped,82.53,14.54,1881.0,210,15,OP147,In Progress,PRJ147,Failed,2025-05-04
SYS0148,However Automation,Dallas Plant,Packaging Line,Fully Automated,PLC148,Ignition,Emerson DeltaV,KUKA KR10,Stopped,87.61,19.41,846.36,272,10,OP148,In Progress,PRJ148,Pending,2025-10-29
SYS0149,Little Automation,Houston Plant,Assembly Line,Semi Automated,PLC149,Ignition,ABB 800xA,KUKA KR10,Maintenance,80.4,39.19,1095.23,147,6,OP149,In Progress,PRJ149,Failed,2026-06-25
SYS0150,Wrong Automation,Chicago Plant,Line C,Semi Automated,PLC150,FactoryTalk,Emerson DeltaV,KUKA KR10,Maintenance,77.92,30.3,1259.39,202,11,OP150,Completed,PRJ150,Pending,2024-11-05
SYS0151,Become Automation,Dallas Plant,Line C,Robotic Cell,PLC151,WinCC,Honeywell Experion,Yaskawa GP25,Maintenance,92.94,16.42,2155.9,138,8,OP151,Completed,PRJ151,Passed,2026-01-26
SYS0152,Often Automation,Phoenix Plant,Packaging Line,Robotic Cell,PLC152,Ignition,ABB 800xA,FANUC M-20iD,Idle,90.31,11.57,1326.6,241,3,OP152,In Progress,PRJ152,Passed,2026-05-13
SYS0153,Clearly Automation,Dallas Plant,Assembly Line,Fully Automated,PLC153,Wonderware,Emerson DeltaV,Yaskawa GP25,Stopped,90.61,32.68,1074.49,146,1,OP153,Completed,PRJ153,Failed,2025-01-21
SYS0154,Address Automation,Phoenix Plant,Line B,Robotic Cell,PLC154,WinCC,ABB 800xA,Yaskawa GP25,Idle,97.41,11.09,2172.41,253,5,OP154,In Progress,PRJ154,Pending,2025-12-01
SYS0155,Win Automation,Dallas Plant,Line A,Semi Automated,PLC155,WinCC,Honeywell Experion,KUKA KR10,Stopped,98.74,26.3,1487.82,68,14,OP155,Scheduled,PRJ155,Passed,2026-04-10
SYS0156,Though Automation,Dallas Plant,Line C,Fully Automated,PLC156,Wonderware,Emerson DeltaV,KUKA KR10,Idle,75.34,20.11,1090.05,98,5,OP156,In Progress,PRJ156,Failed,2025-10-28
SYS0157,Leg Automation,Chicago Plant,Line D,Robotic Cell,PLC157,FactoryTalk,ABB 800xA,Yaskawa GP25,Running,79.43,14.22,1147.2,127,0,OP157,Scheduled,PRJ157,Pending,2024-08-15
SYS0158,Entire Automation,Austin Plant,Line D,Semi Automated,PLC158,FactoryTalk,Honeywell Experion,FANUC M-20iD,Maintenance,90.69,30.78,624.25,60,14,OP158,Scheduled,PRJ158,Passed,2025-07-11
SYS0159,Current Automation,Chicago Plant,Packaging Line,Robotic Cell,PLC159,FactoryTalk,Emerson DeltaV,FANUC M-20iD,Maintenance,83.82,16.63,2414.72,244,4,OP159,Scheduled,PRJ159,Failed,2025-11-21
SYS0160,Beautiful Automation,Phoenix Plant,Line C,Semi Automated,PLC160,Wonderware,Emerson DeltaV,ABB IRB2600,Idle,91.33,27.87,2074.74,269,14,OP160,In Progress,PRJ160,Failed,2026-04-07
SYS0161,Will Automation,Houston Plant,Line A,Robotic Cell,PLC161,WinCC,ABB 800xA,ABB IRB2600,Idle,78.95,35.63,1383.68,105,15,OP161,Completed,PRJ161,Failed,2025-01-12
SYS0162,Argue Automation,Chicago Plant,Line A,Semi Automated,PLC162,Ignition,Emerson DeltaV,Yaskawa GP25,Stopped,88.53,26.76,1845.54,157,0,OP162,Scheduled,PRJ162,Pending,2026-02-04
SYS0163,Project Automation,Dallas Plant,Packaging Line,Fully Automated,PLC163,WinCC,ABB 800xA,Yaskawa GP25,Maintenance,91.81,26.23,620.51,35,15,OP163,Completed,PRJ163,Pending,2025-11-18
SYS0164,Town Automation,Chicago Plant,Line B,Fully Automated,PLC164,Wonderware,Honeywell Experion,Yaskawa GP25,Stopped,95.87,37.2,1251.29,276,4,OP164,In Progress,PRJ164,Pending,2026-04-17
SYS0165,Easy Automation,Dallas Plant,Line B,Robotic Cell,PLC165,Wonderware,Emerson DeltaV,ABB IRB2600,Idle,95.04,32.69,2456.98,237,13,OP165,In Progress,PRJ165,Pending,2025-09-17
SYS0166,Response Automation,Austin Plant,Line B,Semi Automated,PLC166,FactoryTalk,ABB 800xA,KUKA KR10,Idle,97.5,31.75,725.69,214,0,OP166,Completed,PRJ166,Passed,2024-08-13
SYS0167,Science Automation,Dallas Plant,Line A,Robotic Cell,PLC167,WinCC,Honeywell Experion,FANUC M-20iD,Idle,92.77,22.07,968.68,111,1,OP167,Completed,PRJ167,Failed,2026-07-04
SYS0168,Lose Automation,Houston Plant,Line B,Robotic Cell,PLC168,FactoryTalk,Emerson DeltaV,KUKA KR10,Idle,82.24,14.3,1820.42,113,13,OP168,Scheduled,PRJ168,Pending,2025-07-30
SYS0169,Look Automation,Dallas Plant,Assembly Line,Robotic Cell,PLC169,Ignition,Emerson DeltaV,Yaskawa GP25,Stopped,76.13,20.33,1786.63,195,10,OP169,In Progress,PRJ169,Pending,2024-10-23
SYS0170,Full Automation,Chicago Plant,Line B,Semi Automated,PLC170,Wonderware,ABB 800xA,Yaskawa GP25,Idle,95.38,19.02,1915.15,237,1,OP170,In Progress,PRJ170,Pending,2025-03-24
SYS0171,Among Automation,Chicago Plant,Assembly Line,Robotic Cell,PLC171,Ignition,Honeywell Experion,ABB IRB2600,Maintenance,79.88,29.4,2344.45,189,2,OP171,In Progress,PRJ171,Failed,2024-09-18
SYS0172,Game Automation,Austin Plant,Line A,Semi Automated,PLC172,Wonderware,Emerson DeltaV,FANUC M-20iD,Running,79.52,32.85,1948.61,286,6,OP172,Scheduled,PRJ172,Passed,2026-01-26
SYS0173,Your Automation,Houston Plant,Line C,Fully Automated,PLC173,Ignition,ABB 800xA,FANUC M-20iD,Stopped,96.95,30.87,1907.54,203,7,OP173,In Progress,PRJ173,Pending,2025-12-30
SYS0174,It Automation,Houston Plant,Line D,Semi Automated,PLC174,FactoryTalk,Honeywell Experion,KUKA KR10,Maintenance,87.31,24.92,697.22,240,10,OP174,Completed,PRJ174,Pending,2025-02-06
SYS0175,My Automation,Houston Plant,Line D,Fully Automated,PLC175,Ignition,Emerson DeltaV,ABB IRB2600,Running,81.26,38.04,1658.29,213,9,OP175,Completed,PRJ175,Passed,2025-07-29
SYS0176,Idea Automation,Houston Plant,Line B,Semi Automated,PLC176,Ignition,Honeywell Experion,KUKA KR10,Maintenance,93.32,24.66,1947.12,251,14,OP176,Completed,PRJ176,Failed,2026-05-07
SYS0177,Price Automation,Houston Plant,Line B,Fully Automated,PLC177,Wonderware,ABB 800xA,FANUC M-20iD,Running,95.14,12.23,2135.99,24,0,OP177,Scheduled,PRJ177,Passed,2024-09-15
SYS0178,Take Automation,Austin Plant,Line A,Robotic Cell,PLC178,Ignition,ABB 800xA,ABB IRB2600,Stopped,83.96,28.54,1833.51,247,15,OP178,Completed,PRJ178,Passed,2025-03-06
SYS0179,Develop Automation,Phoenix Plant,Assembly Line,Semi Automated,PLC179,WinCC,ABB 800xA,KUKA KR10,Maintenance,75.41,34.39,1848.07,91,3,OP179,Completed,PRJ179,Failed,2025-04-01
SYS0180,Raise Automation,Austin Plant,Line B,Fully Automated,PLC180,FactoryTalk,Honeywell Experion,KUKA KR10,Stopped,76.9,38.78,1418.0,124,7,OP180,Scheduled,PRJ180,Failed,2026-01-25
SYS0181,Her Automation,Dallas Plant,Packaging Line,Robotic Cell,PLC181,WinCC,ABB 800xA,Yaskawa GP25,Stopped,84.05,24.28,1773.5,87,2,OP181,Scheduled,PRJ181,Pending,2025-12-15
SYS0182,Commercial Automation,Houston Plant,Assembly Line,Fully Automated,PLC182,WinCC,ABB 800xA,ABB IRB2600,Stopped,81.51,37.72,1868.86,143,1,OP182,Completed,PRJ182,Pending,2026-04-19
SYS0183,Loss Automation,Dallas Plant,Line B,Robotic Cell,PLC183,Ignition,Emerson DeltaV,Yaskawa GP25,Running,82.18,26.92,1633.39,199,10,OP183,Scheduled,PRJ183,Failed,2025-06-20
SYS0184,Such Automation,Austin Plant,Packaging Line,Robotic Cell,PLC184,WinCC,Emerson DeltaV,KUKA KR10,Running,77.34,16.96,652.04,203,10,OP184,Completed,PRJ184,Failed,2025-02-22
SYS0185,Anything Automation,Houston Plant,Line D,Semi Automated,PLC185,Ignition,Honeywell Experion,Yaskawa GP25,Stopped,79.46,27.58,1260.15,151,7,OP185,In Progress,PRJ185,Passed,2025-05-07
SYS0186,Job Automation,Dallas Plant,Line C,Fully Automated,PLC186,Wonderware,Emerson DeltaV,ABB IRB2600,Stopped,82.6,13.2,510.39,157,14,OP186,Scheduled,PRJ186,Pending,2026-02-04
SYS0187,Any Automation,Dallas Plant,Line B,Fully Automated,PLC187,Ignition,Honeywell Experion,Yaskawa GP25,Stopped,77.48,12.69,1608.44,166,12,OP187,Completed,PRJ187,Pending,2025-07-06
SYS0188,Serious Automation,Chicago Plant,Line D,Fully Automated,PLC188,Ignition,Emerson DeltaV,ABB IRB2600,Stopped,79.07,18.07,1036.81,74,2,OP188,Completed,PRJ188,Pending,2026-03-24
SYS0189,Down Automation,Houston Plant,Line D,Semi Automated,PLC189,Wonderware,ABB 800xA,KUKA KR10,Maintenance,97.66,31.63,1491.6,100,14,OP189,Completed,PRJ189,Passed,2024-07-31
SYS0190,Others Automation,Houston Plant,Line A,Semi Automated,PLC190,FactoryTalk,Emerson DeltaV,Yaskawa GP25,Maintenance,85.57,22.92,2147.07,69,9,OP190,Scheduled,PRJ190,Failed,2025-01-01
SYS0191,Brother Automation,Austin Plant,Line D,Semi Automated,PLC191,Ignition,Honeywell Experion,KUKA KR10,Maintenance,92.64,28.99,2435.53,124,10,OP191,Scheduled,PRJ191,Pending,2026-01-21
SYS0192,Space Automation,Chicago Plant,Line C,Fully Automated,PLC192,Ignition,Emerson DeltaV,ABB IRB2600,Running,97.87,23.85,1916.73,224,9,OP192,In Progress,PRJ192,Passed,2024-10-03
SYS0193,Avoid Automation,Chicago Plant,Packaging Line,Semi Automated,PLC193,Ignition,Emerson DeltaV,KUKA KR10,Idle,81.06,14.62,1346.26,193,2,OP193,Scheduled,PRJ193,Failed,2025-03-10
SYS0194,Two Automation,Chicago Plant,Assembly Line,Semi Automated,PLC194,Wonderware,Emerson DeltaV,FANUC M-20iD,Maintenance,91.84,34.37,1687.64,43,3,OP194,Completed,PRJ194,Failed,2025-01-07
SYS0195,Win Automation,Houston Plant,Line B,Robotic Cell,PLC195,WinCC,Emerson DeltaV,Yaskawa GP25,Maintenance,98.18,22.91,521.1,132,7,OP195,In Progress,PRJ195,Failed,2025-12-16
SYS0196,Few Automation,Phoenix Plant,Assembly Line,Robotic Cell,PLC196,Ignition,Honeywell Experion,KUKA KR10,Stopped,86.11,30.39,1880.87,77,11,OP196,Completed,PRJ196,Pending,2026-01-08
SYS0197,Network Automation,Dallas Plant,Line C,Semi Automated,PLC197,WinCC,ABB 800xA,ABB IRB2600,Maintenance,82.49,23.66,913.73,247,11,OP197,Scheduled,PRJ197,Passed,2025-02-24
SYS0198,Cut Automation,Chicago Plant,Packaging Line,Robotic Cell,PLC198,Wonderware,Honeywell Experion,FANUC M-20iD,Maintenance,76.07,31.32,545.17,175,3,OP198,In Progress,PRJ198,Passed,2025-05-18
SYS0199,Because Automation,Austin Plant,Assembly Line,Fully Automated,PLC199,Ignition,Honeywell Experion,Yaskawa GP25,Stopped,80.56,22.15,868.9,221,12,OP199,Completed,PRJ199,Failed,2025-03-04
SYS0200,Learn Automation,Phoenix Plant,Line B,Semi Automated,PLC200,Wonderware,Honeywell Experion,FANUC M-20iD,Idle,79.94,32.57,2117.46,32,3,OP200,In Progress,PRJ200,Passed,2024-10-12
SYS0201,Grow Automation,Houston Plant,Line C,Fully Automated,PLC201,Wonderware,ABB 800xA,KUKA KR10,Stopped,87.67,29.17,1693.94,200,3,OP201,Scheduled,PRJ201,Pending,2025-05-05
SYS0202,Cost Automation,Chicago Plant,Assembly Line,Fully Automated,PLC202,FactoryTalk,Emerson DeltaV,FANUC M-20iD,Idle,82.52,17.16,733.9,191,4,OP202,In Progress,PRJ202,Pending,2025-06-16
SYS0203,Weight Automation,Chicago Plant,Assembly Line,Fully Automated,PLC203,Wonderware,Honeywell Experion,ABB IRB2600,Stopped,90.25,30.8,1790.52,88,5,OP203,Scheduled,PRJ203,Pending,2024-08-02
SYS0204,Left Automation,Austin Plant,Line B,Semi Automated,PLC204,Wonderware,Emerson DeltaV,FANUC M-20iD,Maintenance,97.84,24.54,890.26,196,15,OP204,Scheduled,PRJ204,Failed,2025-01-31
SYS0205,Including Automation,Chicago Plant,Line D,Robotic Cell,PLC205,Wonderware,Honeywell Experion,ABB IRB2600,Running,88.57,33.88,941.06,16,8,OP205,Completed,PRJ205,Failed,2025-10-31
SYS0206,And Automation,Houston Plant,Line B,Semi Automated,PLC206,Wonderware,Emerson DeltaV,FANUC M-20iD,Running,81.43,26.29,2481.79,277,1,OP206,In Progress,PRJ206,Pending,2026-03-12
SYS0207,Else Automation,Phoenix Plant,Line B,Semi Automated,PLC207,WinCC,Emerson DeltaV,ABB IRB2600,Maintenance,96.0,10.97,1025.63,44,14,OP207,Completed,PRJ207,Passed,2025-11-09
SYS0208,Or Automation,Austin Plant,Packaging Line,Robotic Cell,PLC208,FactoryTalk,Emerson DeltaV,Yaskawa GP25,Idle,89.79,33.55,2127.06,30,11,OP208,In Progress,PRJ208,Pending,2026-01-13
SYS0209,Stuff Automation,Phoenix Plant,Assembly Line,Fully Automated,PLC209,FactoryTalk,Emerson DeltaV,KUKA KR10,Maintenance,88.75,38.57,1528.83,48,4,OP209,Scheduled,PRJ209,Passed,2025-07-31
SYS0210,Fund Automation,Houston Plant,Packaging Line,Fully Automated,PLC210,Ignition,ABB 800xA,ABB IRB2600,Maintenance,94.88,32.84,1852.47,250,4,OP210,In Progress,PRJ210,Failed,2024-12-10
SYS0211,Happy Automation,Houston Plant,Packaging Line,Semi Automated,PLC211,Wonderware,Honeywell Experion,FANUC M-20iD,Running,84.67,32.49,1889.41,188,14,OP211,Scheduled,PRJ211,Pending,2026-04-13
SYS0212,Protect Automation,Phoenix Plant,Line A,Robotic Cell,PLC212,WinCC,Emerson DeltaV,Yaskawa GP25,Maintenance,95.4,33.87,1295.43,219,6,OP212,Scheduled,PRJ212,Pending,2024-09-20
SYS0213,Word Automation,Houston Plant,Line C,Semi Automated,PLC213,Ignition,Emerson DeltaV,Yaskawa GP25,Maintenance,96.46,32.87,591.89,235,0,OP213,Completed,PRJ213,Passed,2025-02-05
SYS0214,Protect Automation,Chicago Plant,Line D,Fully Automated,PLC214,Wonderware,ABB 800xA,ABB IRB2600,Maintenance,78.82,37.98,1048.04,184,8,OP214,Completed,PRJ214,Pending,2026-01-05
SYS0215,Base Automation,Austin Plant,Line A,Semi Automated,PLC215,FactoryTalk,Emerson DeltaV,ABB IRB2600,Stopped,90.73,31.11,502.17,244,2,OP215,Completed,PRJ215,Failed,2025-05-05
SYS0216,Most Automation,Austin Plant,Assembly Line,Robotic Cell,PLC216,Wonderware,ABB 800xA,FANUC M-20iD,Maintenance,94.61,39.64,1344.63,67,15,OP216,Completed,PRJ216,Passed,2024-10-28
SYS0217,Letter Automation,Chicago Plant,Line A,Robotic Cell,PLC217,WinCC,ABB 800xA,KUKA KR10,Maintenance,96.14,14.11,2046.92,68,4,OP217,Completed,PRJ217,Failed,2025-04-15
SYS0218,Still Automation,Phoenix Plant,Line A,Robotic Cell,PLC218,Ignition,Honeywell Experion,KUKA KR10,Idle,90.07,14.54,1323.42,226,6,OP218,Completed,PRJ218,Passed,2025-12-12
SYS0219,Recently Automation,Austin Plant,Line A,Robotic Cell,PLC219,Wonderware,Honeywell Experion,Yaskawa GP25,Maintenance,93.99,17.43,1789.24,127,9,OP219,In Progress,PRJ219,Passed,2025-07-29
SYS0220,Reduce Automation,Houston Plant,Line B,Robotic Cell,PLC220,Ignition,Emerson DeltaV,Yaskawa GP25,Maintenance,90.51,33.51,2087.56,122,15,OP220,Scheduled,PRJ220,Passed,2025-06-20
SYS0221,Sport Automation,Austin Plant,Line D,Robotic Cell,PLC221,WinCC,Emerson DeltaV,FANUC M-20iD,Maintenance,97.41,13.96,2221.63,291,13,OP221,Scheduled,PRJ221,Failed,2025-01-13
SYS0222,Office Automation,Austin Plant,Line D,Fully Automated,PLC222,WinCC,Emerson DeltaV,FANUC M-20iD,Running,81.29,11.19,620.94,203,9,OP222,In Progress,PRJ222,Failed,2025-12-03
SYS0223,Charge Automation,Phoenix Plant,Line D,Semi Automated,PLC223,Wonderware,ABB 800xA,ABB IRB2600,Maintenance,77.01,12.37,2341.85,79,10,OP223,Scheduled,PRJ223,Failed,2025-04-03
SYS0224,Both Automation,Dallas Plant,Line C,Robotic Cell,PLC224,Wonderware,Emerson DeltaV,ABB IRB2600,Running,80.87,37.74,731.97,28,9,OP224,In Progress,PRJ224,Failed,2025-02-18
SYS0225,Care Automation,Austin Plant,Line A,Fully Automated,PLC225,Ignition,Emerson DeltaV,FANUC M-20iD,Idle,86.91,20.4,1534.45,132,5,OP225,Scheduled,PRJ225,Passed,2026-06-21
SYS0226,Wait Automation,Houston Plant,Packaging Line,Fully Automated,PLC226,WinCC,Honeywell Experion,Yaskawa GP25,Maintenance,87.57,17.89,2450.1,39,15,OP226,Scheduled,PRJ226,Failed,2025-03-26
SYS0227,Watch Automation,Houston Plant,Line A,Semi Automated,PLC227,Ignition,Honeywell Experion,ABB IRB2600,Maintenance,93.56,36.83,1848.24,59,7,OP227,In Progress,PRJ227,Failed,2025-12-06
SYS0228,Identify Automation,Dallas Plant,Line A,Fully Automated,PLC228,Ignition,ABB 800xA,Yaskawa GP25,Maintenance,84.19,14.5,2362.32,18,13,OP228,Completed,PRJ228,Pending,2026-01-27
SYS0229,Six Automation,Austin Plant,Line D,Robotic Cell,PLC229,FactoryTalk,Honeywell Experion,FANUC M-20iD,Maintenance,77.87,30.2,605.34,114,1,OP229,Scheduled,PRJ229,Passed,2024-08-02
SYS0230,Letter Automation,Chicago Plant,Line C,Semi Automated,PLC230,FactoryTalk,ABB 800xA,Yaskawa GP25,Running,83.85,18.75,2069.01,124,14,OP230,Scheduled,PRJ230,Failed,2026-05-07
SYS0231,Century Automation,Chicago Plant,Line B,Robotic Cell,PLC231,Ignition,ABB 800xA,FANUC M-20iD,Stopped,75.57,26.25,1771.88,4,10,OP231,Completed,PRJ231,Failed,2026-03-27
SYS0232,One Automation,Chicago Plant,Packaging Line,Robotic Cell,PLC232,FactoryTalk,ABB 800xA,ABB IRB2600,Idle,85.08,38.84,2445.12,72,8,OP232,Completed,PRJ232,Passed,2024-09-25
SYS0233,Fine Automation,Austin Plant,Assembly Line,Semi Automated,PLC233,FactoryTalk,Honeywell Experion,FANUC M-20iD,Running,87.13,29.12,1288.7,290,1,OP233,Scheduled,PRJ233,Failed,2026-04-21
SYS0234,Successful Automation,Austin Plant,Line B,Semi Automated,PLC234,FactoryTalk,Honeywell Experion,Yaskawa GP25,Maintenance,82.63,18.16,649.37,103,4,OP234,In Progress,PRJ234,Passed,2025-11-01
SYS0235,Discussion Automation,Austin Plant,Line A,Fully Automated,PLC235,Wonderware,Honeywell Experion,KUKA KR10,Stopped,77.9,20.75,2040.67,231,9,OP235,Scheduled,PRJ235,Pending,2024-09-17
SYS0236,Program Automation,Dallas Plant,Line A,Fully Automated,PLC236,FactoryTalk,Emerson DeltaV,FANUC M-20iD,Idle,95.06,19.83,682.43,127,11,OP236,Scheduled,PRJ236,Failed,2026-04-18
SYS0237,Parent Automation,Dallas Plant,Packaging Line,Semi Automated,PLC237,FactoryTalk,ABB 800xA,FANUC M-20iD,Stopped,95.51,26.68,1600.24,48,14,OP237,Completed,PRJ237,Passed,2026-01-12
SYS0238,Third Automation,Dallas Plant,Line A,Fully Automated,PLC238,Ignition,ABB 800xA,ABB IRB2600,Stopped,83.93,28.91,1789.37,298,8,OP238,Completed,PRJ238,Passed,2024-08-09
SYS0239,Study Automation,Dallas Plant,Line B,Robotic Cell,PLC239,Wonderware,ABB 800xA,FANUC M-20iD,Maintenance,77.94,38.27,601.28,293,13,OP239,In Progress,PRJ239,Pending,2025-08-07
SYS0240,Material Automation,Chicago Plant,Line A,Semi Automated,PLC240,Wonderware,ABB 800xA,KUKA KR10,Idle,96.8,18.25,1392.02,76,1,OP240,In Progress,PRJ240,Failed,2026-06-21
SYS0241,Key Automation,Phoenix Plant,Line B,Robotic Cell,PLC241,FactoryTalk,Honeywell Experion,Yaskawa GP25,Stopped,76.46,18.39,774.47,102,7,OP241,In Progress,PRJ241,Failed,2025-06-22
SYS0242,Property Automation,Dallas Plant,Line D,Robotic Cell,PLC242,FactoryTalk,Honeywell Experion,Yaskawa GP25,Maintenance,96.9,25.07,1276.76,92,0,OP242,Scheduled,PRJ242,Failed,2025-01-26
SYS0243,Policy Automation,Austin Plant,Line A,Semi Automated,PLC243,WinCC,Honeywell Experion,KUKA KR10,Idle,98.38,13.0,1813.73,136,1,OP243,Completed,PRJ243,Failed,2024-11-06
SYS0244,Eat Automation,Chicago Plant,Line C,Fully Automated,PLC244,Ignition,ABB 800xA,KUKA KR10,Maintenance,96.94,10.85,1901.12,290,4,OP244,In Progress,PRJ244,Passed,2025-01-18
SYS0245,Situation Automation,Chicago Plant,Assembly Line,Semi Automated,PLC245,Ignition,Honeywell Experion,FANUC M-20iD,Running,76.35,28.05,539.86,244,0,OP245,Scheduled,PRJ245,Failed,2026-05-18
SYS0246,Situation Automation,Austin Plant,Line B,Semi Automated,PLC246,Ignition,Honeywell Experion,FANUC M-20iD,Running,78.55,31.14,783.31,56,11,OP246,Completed,PRJ246,Pending,2024-10-14
SYS0247,Account Automation,Chicago Plant,Assembly Line,Fully Automated,PLC247,FactoryTalk,Honeywell Experion,KUKA KR10,Idle,98.42,31.97,1373.74,249,10,OP247,Completed,PRJ247,Failed,2024-08-28
SYS0248,Measure Automation,Phoenix Plant,Packaging Line,Robotic Cell,PLC248,FactoryTalk,ABB 800xA,ABB IRB2600,Stopped,82.36,30.65,754.7,0,12,OP248,In Progress,PRJ248,Passed,2024-12-23
SYS0249,Perform Automation,Austin Plant,Assembly Line,Semi Automated,PLC249,Ignition,Emerson DeltaV,FANUC M-20iD,Stopped,78.38,32.36,975.99,163,5,OP249,In Progress,PRJ249,Passed,2025-05-31
SYS0250,Drive Automation,Houston Plant,Line D,Fully Automated,PLC250,FactoryTalk,ABB 800xA,ABB IRB2600,Running,83.41,33.61,1940.83,24,12,OP250,Scheduled,PRJ250,Failed,2025-06-04
SYS0251,Letter Automation,Chicago Plant,Line B,Semi Automated,PLC251,Wonderware,Honeywell Experion,KUKA KR10,Stopped,77.43,24.38,2228.1,115,5,OP251,Scheduled,PRJ251,Passed,2025-04-15
SYS0252,Scientist Automation,Dallas Plant,Line C,Fully Automated,PLC252,FactoryTalk,Honeywell Experion,FANUC M-20iD,Running,83.2,36.64,821.81,38,2,OP252,Scheduled,PRJ252,Failed,2025-01-16
