Order_ID,Product_ID,Product_Name,Customer,Order_Date,Due_Date,Manufacturing_Order,Transfer_Ticket,Operation,Work_Center,Production_Priority,Quantity,Completed_Qty,Pending_Qty,Production_Status,Production_Control,Forecast_Qty,Actual_Qty,Forecast_Error
ORD0179,P179,Wooden Table,Tesla,2025-09-12,2025-09-29,MO0179,TT0179,Cutting,Line D,High,132,107,25,Delayed,Michael,89,91,2
ORD0180,P180,Filing Cabinet,Amazon,2026-03-26,2026-04-14,MO0180,TT0180,Assembly,Line B,Low,108,53,55,Delayed,David,418,208,-210
ORD0181,P181,Locker,Tesla,2025-09-03,2025-09-08,MO0181,TT0181,Quality Control,Line C,High,297,108,189,In Progress,John,381,344,-37
ORD0182,P182,Wooden Table,Dell,2026-06-09,2026-06-29,MO0182,TT0182,Assembly,Line C,Medium,422,166,256,Completed,Sophia,477,83,-394
ORD0183,P183,Locker,Tesla,2025-12-29,2026-01-18,MO0183,TT0183,Quality Control,Line A,High,194,98,96,Delayed,Emily,117,70,-47
ORD0184,P184,Steel Cabinet,Dell,2025-10-17,2025-10-24,MO0184,TT0184,Painting,Line C,Low,50,7,43,Delayed,Sophia,191,290,99
ORD0185,P185,Storage Rack,Dell,2026-04-17,2026-05-02,MO0185,TT0185,Quality Control,Line A,High,100,57,43,In Progress,John,53,274,221
ORD0186,P186,Tool Box,Target,2026-04-11,2026-04-27,MO0186,TT0186,Assembly,Line D,High,134,6,128,Delayed,Emily,428,271,-157
ORD0187,P187,Locker,Dell,2026-02-01,2026-02-10,MO0187,TT0187,Cutting,Line B,High,175,113,62,In Progress,Michael,401,76,-325
ORD0188,P188,Steel Cabinet,Costco,2025-12-14,2025-12-23,MO0188,TT0188,Quality Control,Line D,Low,433,266,167,Delayed,Sophia,499,278,-221
ORD0189,P189,Steel Cabinet,Samsung,2025-10-14,2025-10-26,MO0189,TT0189,Assembly,Line A,High,258,97,161,Delayed,John,381,263,-118
ORD0190,P190,Storage Rack,Walmart,2026-05-25,2026-06-10,MO0190,TT0190,Quality Control,Line B,High,130,46,84,Completed,John,298,354,56
ORD0191,P191,Wooden Table,HP,2026-04-26,2026-04-30,MO0191,TT0191,Assembly,Line D,High,401,353,48,Delayed,Michael,324,71,-253
ORD0192,P192,Workbench,Tesla,2026-06-05,2026-06-09,MO0192,TT0192,Quality Control,Line B,Medium,422,345,77,Completed,John,276,436,160
ORD0193,P193,Wooden Table,Target,2026-06-25,2026-07-13,MO0193,TT0193,Quality Control,Line C,Low,439,143,296,In Progress,David,198,342,144
ORD0194,P194,Locker,Amazon,2025-08-29,2025-09-02,MO0194,TT0194,Quality Control,Line C,Medium,288,193,95,In Progress,John,324,138,-186
ORD0195,P195,Tool Box,HP,2026-03-11,2026-03-14,MO0195,TT0195,Quality Control,Line B,High,415,40,375,Delayed,Sophia,462,92,-370
ORD0196,P196,Steel Cabinet,Tesla,2026-01-30,2026-02-18,MO0196,TT0196,Welding,Line D,High,270,176,94,Completed,Sophia,83,208,125
ORD0197,P197,Computer Desk,Best Buy,2026-06-23,2026-06-26,MO0197,TT0197,Quality Control,Line B,Medium,96,30,66,Delayed,Michael,476,369,-107
ORD0198,P198,Locker,Apple,2025-07-19,2025-07-22,MO0198,TT0198,Assembly,Line A,High,447,156,291,In Progress,Sophia,58,87,29
ORD0199,P199,Tool Box,Samsung,2025-12-08,2025-12-23,MO0199,TT0199,Assembly,Line B,High,51,20,31,In Progress,Emily,104,80,-24
ORD0200,P200,Filing Cabinet,Walmart,2025-08-21,2025-08-25,MO0200,TT0200,Assembly,Line B,Low,432,43,389,Delayed,Michael,439,232,-207
ORD0201,P201,Locker,Costco,2026-03-19,2026-03-23,MO0201,TT0201,Assembly,Line C,Medium,234,88,146,Delayed,David,110,332,222
ORD0202,P202,Tool Box,Amazon,2025-11-02,2025-11-11,MO0202,TT0202,Quality Control,Line D,High,294,23,271,Completed,Michael,233,277,44
ORD0203,P203,Steel Cabinet,Costco,2025-09-10,2025-09-16,MO0203,TT0203,Painting,Line C,Medium,58,48,10,Completed,Michael,334,449,115
ORD0204,P204,Computer Desk,Tesla,2026-05-02,2026-05-08,MO0204,TT0204,Cutting,Line D,High,137,130,7,Completed,Emily,408,149,-259
ORD0205,P205,Locker,Tesla,2025-09-01,2025-09-15,MO0205,TT0205,Painting,Line B,Medium,423,23,400,In Progress,Sophia,111,59,-52
ORD0206,P206,Filing Cabinet,Apple,2026-02-04,2026-02-08,MO0206,TT0206,Welding,Line B,Medium,488,340,148,In Progress,Michael,498,206,-292
ORD0207,P207,Tool Box,Costco,2025-12-26,2026-01-06,MO0207,TT0207,Painting,Line A,Medium,301,215,86,Completed,John,295,451,156
ORD0208,P208,Workbench,Best Buy,2025-08-16,2025-08-29,MO0208,TT0208,Cutting,Line B,Low,163,132,31,Delayed,Emily,96,430,334
ORD0209,P209,Metal Shelf,Target,2025-10-02,2025-10-20,MO0209,TT0209,Welding,Line D,Low,374,114,260,Delayed,Michael,266,151,-115
ORD0210,P210,Storage Rack,Costco,2025-08-26,2025-09-02,MO0210,TT0210,Quality Control,Line D,Medium,498,168,330,In Progress,David,355,368,13
ORD0211,P211,Locker,Dell,2025-08-14,2025-08-21,MO0211,TT0211,Welding,Line A,Medium,59,6,53,Completed,Sophia,160,249,89
ORD0212,P212,Workbench,Dell,2026-03-26,2026-04-03,MO0212,TT0212,Assembly,Line D,High,338,219,119,Completed,Emily,485,477,-8
ORD0213,P213,Metal Shelf,Best Buy,2026-06-30,2026-07-16,MO0213,TT0213,Painting,Line C,Low,451,101,350,In Progress,David,349,369,20
ORD0214,P214,Filing Cabinet,Apple,2025-11-28,2025-12-05,MO0214,TT0214,Welding,Line B,High,177,68,109,In Progress,John,147,284,137
ORD0215,P215,Computer Desk,Samsung,2025-10-09,2025-10-12,MO0215,TT0215,Painting,Line B,High,145,133,12,Delayed,David,496,443,-53
ORD0216,P216,Tool Box,Amazon,2026-01-11,2026-01-28,MO0216,TT0216,Welding,Line C,Medium,252,22,230,Delayed,Michael,308,341,33
ORD0217,P217,Steel Cabinet,Samsung,2025-09-18,2025-09-30,MO0217,TT0217,Cutting,Line D,Low,219,160,59,Delayed,John,250,282,32
ORD0218,P218,Tool Box,Dell,2026-05-24,2026-06-02,MO0218,TT0218,Assembly,Line B,Low,88,24,64,Delayed,David,485,337,-148
ORD0219,P219,Office Chair,Samsung,2026-07-02,2026-07-05,MO0219,TT0219,Quality Control,Line B,Low,173,88,85,Completed,Michael,404,219,-185
ORD0220,P220,Wooden Table,HP,2026-04-07,2026-04-10,MO0220,TT0220,Quality Control,Line B,High,479,257,222,Delayed,David,253,88,-165
ORD0221,P221,Filing Cabinet,Target,2025-11-28,2025-12-17,MO0221,TT0221,Quality Control,Line A,High,377,170,207,In Progress,Sophia,261,161,-100
ORD0222,P222,Storage Rack,Best Buy,2025-11-07,2025-11-11,MO0222,TT0222,Welding,Line A,High,270,233,37,In Progress,Emily,379,442,63
ORD0223,P223,Office Chair,HP,2026-07-02,2026-07-15,MO0223,TT0223,Cutting,Line C,Low,399,246,153,In Progress,John,237,92,-145
ORD0224,P224,Locker,Costco,2025-10-18,2025-10-25,MO0224,TT0224,Painting,Line A,Medium,158,145,13,In Progress,Emily,356,348,-8
ORD0225,P225,Storage Rack,Best Buy,2026-04-15,2026-05-03,MO0225,TT0225,Quality Control,Line D,High,454,214,240,In Progress,Michael,233,129,-104
ORD0226,P226,Tool Box,Walmart,2025-11-14,2025-11-23,MO0226,TT0226,Painting,Line C,High,499,350,149,Delayed,Sophia,333,183,-150
ORD0227,P227,Tool Box,Dell,2025-07-04,2025-07-11,MO0227,TT0227,Welding,Line B,Medium,147,28,119,Delayed,David,305,232,-73
ORD0228,P228,Steel Cabinet,Tesla,2026-06-21,2026-07-05,MO0228,TT0228,Cutting,Line B,Low,263,118,145,Completed,David,426,214,-212
ORD0229,P229,Steel Cabinet,Tesla,2026-04-28,2026-05-07,MO0229,TT0229,Assembly,Line A,Low,301,46,255,In Progress,Sophia,418,385,-33
ORD0230,P230,Tool Box,Apple,2025-10-13,2025-10-22,MO0230,TT0230,Cutting,Line A,High,96,90,6,Delayed,Sophia,86,273,187
ORD0231,P231,Wooden Table,HP,2025-07-11,2025-07-16,MO0231,TT0231,Quality Control,Line C,Low,475,425,50,In Progress,Emily,238,375,137
ORD0232,P232,Steel Cabinet,Best Buy,2025-10-01,2025-10-13,MO0232,TT0232,Cutting,Line C,Low,96,31,65,In Progress,Sophia,416,487,71
ORD0233,P233,Locker,Costco,2025-11-15,2025-12-05,MO0233,TT0233,Painting,Line C,High,474,282,192,In Progress,Emily,273,359,86
ORD0234,P234,Steel Cabinet,Best Buy,2025-12-22,2025-12-26,MO0234,TT0234,Welding,Line C,Medium,213,35,178,Delayed,Sophia,235,100,-135
ORD0235,P235,Office Chair,Samsung,2026-02-07,2026-02-17,MO0235,TT0235,Painting,Line A,High,368,292,76,Delayed,Michael,441,322,-119
ORD0236,P236,Metal Shelf,Target,2026-04-07,2026-04-26,MO0236,TT0236,Quality Control,Line B,Low,194,147,47,Completed,David,168,270,102
ORD0237,P237,Workbench,Costco,2026-03-28,2026-04-01,MO0237,TT0237,Welding,Line B,Low,400,390,10,In Progress,John,360,56,-304
ORD0238,P238,Storage Rack,Target,2025-07-03,2025-07-11,MO0238,TT0238,Quality Control,Line D,High,280,123,157,Completed,Sophia,226,476,250
ORD0239,P239,Locker,Samsung,2025-07-31,2025-08-14,MO0239,TT0239,Welding,Line B,Medium,497,3,494,Delayed,Sophia,79,108,29
ORD0240,P240,Office Chair,Tesla,2026-05-05,2026-05-22,MO0240,TT0240,Assembly,Line D,Medium,63,40,23,In Progress,David,292,163,-129
ORD0241,P241,Metal Shelf,Samsung,2025-11-20,2025-11-27,MO0241,TT0241,Quality Control,Line D,Medium,211,124,87,In Progress,Emily,103,339,236
ORD0242,P242,Storage Rack,HP,2026-01-29,2026-02-11,MO0242,TT0242,Painting,Line A,Medium,349,348,1,Completed,Sophia,329,256,-73
ORD0243,P243,Tool Box,Dell,2025-09-15,2025-10-01,MO0243,TT0243,Cutting,Line B,High,166,20,146,In Progress,Emily,345,89,-256
ORD0244,P244,Locker,Best Buy,2025-09-12,2025-09-24,MO0244,TT0244,Assembly,Line C,High,355,208,147,Completed,Emily,424,497,73
ORD0245,P245,Metal Shelf,Target,2025-08-06,2025-08-20,MO0245,TT0245,Welding,Line A,Low,469,22,447,Delayed,Sophia,385,180,-205
ORD0246,P246,Wooden Table,Walmart,2025-10-31,2025-11-18,MO0246,TT0246,Quality Control,Line D,High,467,151,316,In Progress,Michael,247,141,-106
ORD0247,P247,Tool Box,Dell,2026-03-07,2026-03-18,MO0247,TT0247,Painting,Line C,Low,395,55,340,In Progress,David,191,124,-67
ORD0248,P248,Metal Shelf,Walmart,2025-09-12,2025-09-24,MO0248,TT0248,Welding,Line C,Low,119,36,83,Completed,John,489,459,-30
ORD0249,P249,Metal Shelf,Apple,2025-12-25,2026-01-13,MO0249,TT0249,Welding,Line C,High,338,223,115,In Progress,Emily,362,313,-49
ORD0250,P250,Office Chair,HP,2026-02-15,2026-02-28,MO0250,TT0250,Cutting,Line D,Low,467,84,383,Delayed,John,125,265,140
ORD0251,P251,Storage Rack,Apple,2026-01-22,2026-02-07,MO0251,TT0251,Cutting,Line A,Low,462,294,168,In Progress,Michael,382,161,-221
ORD0252,P252,Workbench,HP,2025-11-02,2025-11-08,MO0252,TT0252,Cutting,Line D,Low,353,96,257,Delayed,Michael,401,247,-154
ORD0253,P253,Filing Cabinet,Apple,2026-06-06,2026-06-09,MO0253,TT0253,Assembly,Line A,High,238,170,68,Delayed,Michael,338,350,12
ORD0254,P254,Wooden Table,Costco,2025-08-06,2025-08-21,MO0254,TT0254,Cutting,Line A,Low,233,203,30,Completed,David,318,71,-247
ORD0255,P255,Tool Box,Samsung,2026-06-05,2026-06-19,MO0255,TT0255,Assembly,Line A,High,325,227,98,In Progress,David,165,192,27
ORD0256,P256,Steel Cabinet,HP,2026-03-19,2026-04-08,MO0256,TT0256,Painting,Line B,High,104,67,37,In Progress,Sophia,313,323,10
ORD0257,P257,Tool Box,Costco,2025-08-27,2025-09-14,MO0257,TT0257,Quality Control,Line B,Low,462,247,215,Delayed,Sophia,427,124,-303
ORD0258,P258,Filing Cabinet,Apple,2025-09-07,2025-09-12,MO0258,TT0258,Painting,Line A,High,185,134,51,Completed,Sophia,72,112,40
ORD0259,P259,Metal Shelf,Target,2025-09-30,2025-10-11,MO0259,TT0259,Quality Control,Line B,Medium,263,198,65,Delayed,Sophia,410,382,-28
ORD0260,P260,Workbench,Costco,2025-09-18,2025-09-21,MO0260,TT0260,Welding,Line D,High,401,174,227,Delayed,John,312,79,-233
ORD0261,P261,Computer Desk,HP,2025-08-22,2025-09-10,MO0261,TT0261,Cutting,Line C,High,340,97,243,In Progress,David,240,429,189
ORD0262,P262,Computer Desk,Samsung,2026-02-28,2026-03-14,MO0262,TT0262,Cutting,Line A,High,311,84,227,Completed,John,75,114,39
ORD0263,P263,Office Chair,Best Buy,2025-08-04,2025-08-23,MO0263,TT0263,Painting,Line B,Medium,219,131,88,In Progress,David,117,181,64
ORD0264,P264,Wooden Table,Dell,2025-07-27,2025-08-02,MO0264,TT0264,Quality Control,Line A,Medium,325,203,122,Delayed,John,488,89,-399
ORD0265,P265,Steel Cabinet,Amazon,2025-09-17,2025-10-06,MO0265,TT0265,Quality Control,Line D,High,409,140,269,Delayed,Sophia,223,271,48
ORD0266,P266,Metal Shelf,HP,2025-12-09,2025-12-14,MO0266,TT0266,Cutting,Line D,Low,255,130,125,Delayed,Michael,480,489,9
ORD0267,P267,Steel Cabinet,Tesla,2025-07-15,2025-07-23,MO0267,TT0267,Welding,Line D,Medium,448,130,318,In Progress,Emily,192,337,145
ORD0268,P268,Tool Box,Amazon,2025-12-31,2026-01-10,MO0268,TT0268,Painting,Line C,Medium,114,23,91,Completed,Emily,470,419,-51
ORD0269,P269,Metal Shelf,Costco,2026-01-13,2026-01-28,MO0269,TT0269,Painting,Line C,High,437,34,403,Delayed,John,250,156,-94
ORD0270,P270,Computer Desk,HP,2026-03-28,2026-04-17,MO0270,TT0270,Painting,Line C,Low,387,43,344,Completed,John,51,373,322
ORD0271,P271,Computer Desk,Best Buy,2025-08-02,2025-08-16,MO0271,TT0271,Painting,Line A,High,324,315,9,Delayed,David,369,208,-161
ORD0272,P272,Tool Box,Samsung,2025-09-20,2025-10-04,MO0272,TT0272,Painting,Line B,Low,129,53,76,Delayed,Sophia,493,112,-381
ORD0273,P273,Locker,Target,2026-05-27,2026-06-04,MO0273,TT0273,Assembly,Line A,Medium,151,136,15,Completed,John,464,127,-337
ORD0274,P274,Storage Rack,Amazon,2026-03-08,2026-03-21,MO0274,TT0274,Assembly,Line A,High,463,439,24,Completed,Michael,246,155,-91
ORD0275,P275,Locker,Apple,2026-05-27,2026-06-15,MO0275,TT0275,Assembly,Line B,Low,62,35,27,Completed,Sophia,246,354,108
ORD0276,P276,Storage Rack,Target,2025-11-12,2025-11-16,MO0276,TT0276,Cutting,Line D,High,172,163,9,In Progress,Emily,192,316,124
ORD0277,P277,Metal Shelf,Amazon,2025-09-15,2025-09-30,MO0277,TT0277,Cutting,Line C,Low,463,338,125,Delayed,Sophia,472,305,-167
ORD0278,P278,Metal Shelf,Tesla,2026-04-22,2026-05-04,MO0278,TT0278,Quality Control,Line C,Medium,297,151,146,In Progress,John,498,446,-52
ORD0279,P279,Computer Desk,Apple,2025-10-01,2025-10-20,MO0279,TT0279,Cutting,Line B,Medium,394,348,46,Completed,Sophia,374,157,-217
ORD0280,P280,Storage Rack,Best Buy,2025-11-24,2025-12-11,MO0280,TT0280,Welding,Line C,High,221,20,201,In Progress,Michael,134,288,154
ORD0281,P281,Workbench,Dell,2026-01-14,2026-01-24,MO0281,TT0281,Painting,Line B,Low,325,156,169,Delayed,Michael,383,498,115
ORD0282,P282,Steel Cabinet,Tesla,2025-09-19,2025-10-01,MO0282,TT0282,Quality Control,Line B,High,412,108,304,Completed,John,227,422,195
ORD0283,P283,Steel Cabinet,Samsung,2026-01-23,2026-02-01,MO0283,TT0283,Cutting,Line B,Low,352,130,222,Delayed,John,460,306,-154
ORD0284,P284,Office Chair,Tesla,2025-07-06,2025-07-26,MO0284,TT0284,Assembly,Line D,Low,125,17,108,Completed,Emily,327,447,120
ORD0285,P285,Storage Rack,Samsung,2025-12-20,2026-01-03,MO0285,TT0285,Quality Control,Line A,High,107,0,107,Completed,Emily,388,443,55
ORD0286,P286,Filing Cabinet,Samsung,2025-08-03,2025-08-06,MO0286,TT0286,Assembly,Line D,High,195,117,78,Delayed,David,302,369,67
ORD0287,P287,Computer Desk,Costco,2026-03-31,2026-04-16,MO0287,TT0287,Assembly,Line D,Medium,393,240,153,Delayed,John,256,452,196
ORD0288,P288,Computer Desk,Dell,2025-09-07,2025-09-23,MO0288,TT0288,Quality Control,Line B,Low,56,20,36,In Progress,Michael,411,468,57
ORD0289,P289,Wooden Table,Target,2026-05-11,2026-05-28,MO0289,TT0289,Quality Control,Line B,Low,322,247,75,Completed,Michael,473,53,-420
ORD0290,P290,Wooden Table,Samsung,2025-11-26,2025-11-30,MO0290,TT0290,Quality Control,Line D,Low,432,258,174,Completed,David,152,143,-9
ORD0291,P291,Metal Shelf,Best Buy,2025-11-26,2025-12-12,MO0291,TT0291,Painting,Line C,Low,51,46,5,Completed,Emily,275,353,78
ORD0292,P292,Computer Desk,Walmart,2025-08-22,2025-09-04,MO0292,TT0292,Assembly,Line B,High,130,30,100,Delayed,Michael,79,487,408
ORD0293,P293,Storage Rack,Best Buy,2025-08-12,2025-08-17,MO0293,TT0293,Quality Control,Line C,High,492,203,289,Completed,Michael,143,267,124
ORD0294,P294,Steel Cabinet,Dell,2026-01-18,2026-01-22,MO0294,TT0294,Assembly,Line A,Medium,372,101,271,In Progress,Sophia,287,372,85
ORD0295,P295,Wooden Table,Tesla,2026-04-08,2026-04-25,MO0295,TT0295,Welding,Line C,High,415,208,207,In Progress,David,363,339,-24
ORD0296,P296,Office Chair,Apple,2026-05-23,2026-06-04,MO0296,TT0296,Quality Control,Line D,Medium,426,156,270,Delayed,John,201,218,17
ORD0297,P297,Filing Cabinet,Target,2025-08-05,2025-08-18,MO0297,TT0297,Cutting,Line D,Low,53,51,2,Completed,John,149,307,158
ORD0298,P298,Steel Cabinet,Costco,2026-01-04,2026-01-15,MO0298,TT0298,Welding,Line C,High,202,86,116,Delayed,Sophia,383,188,-195
ORD0299,P299,Metal Shelf,Best Buy,2025-10-15,2025-10-20,MO0299,TT0299,Assembly,Line A,High,365,5,360,Delayed,David,327,244,-83
ORD0300,P300,Tool Box,HP,2025-11-18,2025-12-07,MO0300,TT0300,Painting,Line C,Medium,178,99,79,Delayed,Emily,191,237,46
ORD0301,P301,Filing Cabinet,Walmart,2026-03-02,2026-03-11,MO0301,TT0301,Assembly,Line C,Medium,409,152,257,Delayed,John,344,492,148
ORD0302,P302,Locker,Dell,2026-02-24,2026-02-28,MO0302,TT0302,Quality Control,Line A,High,343,114,229,Completed,John,386,189,-197
ORD0303,P303,Steel Cabinet,Costco,2026-03-10,2026-03-22,MO0303,TT0303,Painting,Line D,Low,94,1,93,Completed,Sophia,104,281,177
ORD0304,P304,Tool Box,HP,2025-08-26,2025-09-06,MO0304,TT0304,Welding,Line B,Low,298,276,22,In Progress,Michael,139,373,234
ORD0305,P305,Filing Cabinet,Costco,2025-09-06,2025-09-16,MO0305,TT0305,Quality Control,Line B,Low,272,2,270,In Progress,Michael,214,210,-4
ORD0306,P306,Workbench,HP,2025-10-28,2025-11-03,MO0306,TT0306,Quality Control,Line A,Medium,195,140,55,Delayed,Emily,136,409,273
ORD0307,P307,Metal Shelf,Dell,2026-05-07,2026-05-17,MO0307,TT0307,Painting,Line C,Medium,462,48,414,In Progress,David,178,215,37
ORD0308,P308,Workbench,Samsung,2025-07-15,2025-08-03,MO0308,TT0308,Painting,Line C,Low,270,61,209,Completed,David,486,58,-428
ORD0309,P309,Tool Box,Walmart,2025-10-26,2025-11-08,MO0309,TT0309,Welding,Line D,Medium,259,218,41,Completed,Sophia,96,52,-44
ORD0310,P310,Filing Cabinet,Dell,2025-08-06,2025-08-22,MO0310,TT0310,Painting,Line A,High,161,39,122,In Progress,David,361,247,-114
ORD0311,P311,Metal Shelf,HP,2025-11-18,2025-12-04,MO0311,TT0311,Quality Control,Line A,Low,338,211,127,In Progress,John,370,417,47
ORD0312,P312,Wooden Table,HP,2026-02-27,2026-03-08,MO0312,TT0312,Quality Control,Line D,High,490,404,86,Delayed,Sophia,277,168,-109
ORD0313,P313,Office Chair,Tesla,2026-01-03,2026-01-11,MO0313,TT0313,Assembly,Line B,Medium,200,0,200,In Progress,John,492,280,-212
ORD0314,P314,Tool Box,Walmart,2025-10-19,2025-10-25,MO0314,TT0314,Painting,Line D,Low,434,414,20,Delayed,Sophia,292,348,56
ORD0315,P315,Locker,Target,2025-10-08,2025-10-12,MO0315,TT0315,Cutting,Line A,High,499,238,261,Completed,David,245,106,-139
ORD0316,P316,Metal Shelf,Dell,2025-11-13,2025-11-21,MO0316,TT0316,Welding,Line D,Low,193,32,161,Completed,Michael,391,393,2
ORD0317,P317,Filing Cabinet,Walmart,2025-07-19,2025-08-08,MO0317,TT0317,Cutting,Line A,High,344,231,113,Completed,Michael,447,174,-273
ORD0318,P318,Metal Shelf,Walmart,2026-03-02,2026-03-12,MO0318,TT0318,Painting,Line A,Medium,61,48,13,Completed,John,149,414,265
ORD0319,P319,Workbench,Dell,2025-12-03,2025-12-09,MO0319,TT0319,Quality Control,Line B,Low,180,162,18,In Progress,Michael,397,369,-28
ORD0320,P320,Metal Shelf,HP,2026-06-13,2026-06-16,MO0320,TT0320,Welding,Line A,High,73,9,64,Delayed,Emily,372,409,37
ORD0321,P321,Metal Shelf,HP,2025-11-09,2025-11-14,MO0321,TT0321,Welding,Line B,Medium,388,321,67,Delayed,Michael,132,455,323
ORD0322,P322,Steel Cabinet,Tesla,2025-12-23,2026-01-12,MO0322,TT0322,Painting,Line C,Medium,137,32,105,Delayed,David,436,423,-13
ORD0323,P323,Office Chair,Target,2026-06-01,2026-06-12,MO0323,TT0323,Quality Control,Line D,Low,456,126,330,Delayed,Sophia,228,362,134
ORD0324,P324,Wooden Table,Best Buy,2026-04-15,2026-04-19,MO0324,TT0324,Welding,Line B,High,113,37,76,Delayed,Emily,405,172,-233
ORD0325,P325,Metal Shelf,Amazon,2025-08-04,2025-08-08,MO0325,TT0325,Assembly,Line A,Medium,100,0,100,Delayed,Emily,75,178,103
ORD0326,P326,Tool Box,Dell,2025-11-14,2025-12-02,MO0326,TT0326,Painting,Line D,Medium,207,42,165,Completed,John,91,479,388
ORD0327,P327,Steel Cabinet,HP,2026-03-23,2026-03-31,MO0327,TT0327,Welding,Line B,Low,496,28,468,Completed,David,228,97,-131
ORD0328,P328,Wooden Table,Amazon,2026-03-25,2026-03-29,MO0328,TT0328,Painting,Line B,High,351,80,271,Completed,Sophia,313,392,79
ORD0329,P329,Wooden Table,Walmart,2026-06-03,2026-06-21,MO0329,TT0329,Assembly,Line B,High,367,331,36,Completed,John,386,176,-210
ORD0330,P330,Office Chair,Target,2026-04-12,2026-04-29,MO0330,TT0330,Cutting,Line A,Medium,371,320,51,In Progress,Michael,202,168,-34
ORD0331,P331,Tool Box,Apple,2026-02-08,2026-02-11,MO0331,TT0331,Cutting,Line B,Low,275,141,134,In Progress,Sophia,203,205,2
ORD0332,P332,Wooden Table,Apple,2025-08-09,2025-08-13,MO0332,TT0332,Painting,Line B,Medium,450,172,278,Completed,John,499,100,-399
ORD0333,P333,Tool Box,Samsung,2025-12-28,2025-12-31,MO0333,TT0333,Assembly,Line C,High,197,16,181,In Progress,David,280,377,97
ORD0334,P334,Locker,Tesla,2025-10-04,2025-10-22,MO0334,TT0334,Assembly,Line C,High,317,39,278,In Progress,Michael,450,391,-59
ORD0335,P335,Computer Desk,Best Buy,2025-10-23,2025-11-04,MO0335,TT0335,Cutting,Line C,High,209,54,155,In Progress,Michael,169,283,114
ORD0336,P336,Steel Cabinet,Target,2025-11-04,2025-11-13,MO0336,TT0336,Painting,Line B,High,157,17,140,Completed,Michael,404,410,6
ORD0337,P337,Workbench,Walmart,2026-02-08,2026-02-21,MO0337,TT0337,Cutting,Line D,Low,380,258,122,Delayed,David,441,143,-298
ORD0338,P338,Storage Rack,Target,2026-06-16,2026-06-23,MO0338,TT0338,Painting,Line B,High,303,135,168,Delayed,Sophia,498,306,-192
ORD0339,P339,Tool Box,Costco,2026-03-17,2026-03-26,MO0339,TT0339,Assembly,Line D,Medium,153,49,104,Delayed,John,135,179,44
ORD0340,P340,Locker,Target,2026-04-22,2026-05-10,MO0340,TT0340,Welding,Line B,High,478,208,270,Delayed,David,304,243,-61
ORD0341,P341,Tool Box,HP,2025-08-08,2025-08-27,MO0341,TT0341,Quality Control,Line D,Medium,485,97,388,Completed,Emily,412,65,-347
ORD0342,P342,Steel Cabinet,Amazon,2025-12-17,2026-01-02,MO0342,TT0342,Painting,Line A,Medium,340,84,256,In Progress,Michael,330,471,141
ORD0343,P343,Storage Rack,Dell,2026-03-11,2026-03-30,MO0343,TT0343,Quality Control,Line D,Low,356,286,70,Delayed,Michael,52,94,42
ORD0344,P344,Steel Cabinet,Apple,2026-06-30,2026-07-14,MO0344,TT0344,Quality Control,Line D,Low,357,17,340,Completed,Sophia,492,370,-122
ORD0345,P345,Locker,Samsung,2025-08-16,2025-08-22,MO0345,TT0345,Assembly,Line A,Low,310,22,288,Completed,Michael,311,215,-96
ORD0346,P346,Office Chair,Dell,2025-09-09,2025-09-16,MO0346,TT0346,Assembly,Line B,High,456,190,266,Delayed,David,474,248,-226
ORD0347,P347,Computer Desk,Dell,2025-07-09,2025-07-27,MO0347,TT0347,Painting,Line A,Low,81,45,36,Delayed,Emily,239,139,-100
ORD0348,P348,Storage Rack,Costco,2026-05-12,2026-05-21,MO0348,TT0348,Cutting,Line D,Low,404,88,316,Completed,Sophia,220,251,31
ORD0349,P349,Metal Shelf,HP,2025-08-01,2025-08-06,MO0349,TT0349,Welding,Line B,High,277,70,207,Completed,David,236,79,-157
ORD0350,P350,Steel Cabinet,Best Buy,2025-10-02,2025-10-09,MO0350,TT0350,Painting,Line C,High,406,369,37,Delayed,Michael,309,65,-244
ORD0351,P351,Office Chair,Amazon,2025-11-05,2025-11-09,MO0351,TT0351,Painting,Line C,High,79,69,10,Completed,Emily,418,162,-256
ORD0352,P352,Locker,Dell,2025-09-02,2025-09-13,MO0352,TT0352,Assembly,Line A,Medium,213,57,156,In Progress,Emily,315,319,4
ORD0353,P353,Tool Box,Walmart,2025-12-31,2026-01-16,MO0353,TT0353,Welding,Line A,Low,409,134,275,In Progress,David,134,453,319
ORD0354,P354,Workbench,Costco,2026-04-15,2026-04-30,MO0354,TT0354,Cutting,Line D,Low,230,24,206,Delayed,Emily,240,193,-47
ORD0355,P355,Workbench,Amazon,2025-09-09,2025-09-29,MO0355,TT0355,Quality Control,Line B,Medium,360,77,283,Delayed,David,280,234,-46
ORD0356,P356,Wooden Table,Costco,2025-10-09,2025-10-16,MO0356,TT0356,Cutting,Line D,Medium,247,169,78,Delayed,Emily,498,117,-381
ORD0357,P357,Wooden Table,HP,2026-03-01,2026-03-12,MO0357,TT0357,Welding,Line A,Medium,499,332,167,In Progress,Emily,167,332,165
ORD0358,P358,Office Chair,Amazon,2025-12-09,2025-12-20,MO0358,TT0358,Painting,Line C,Low,486,445,41,Delayed,Michael,53,119,66
ORD0359,P359,Office Chair,Best Buy,2025-08-20,2025-09-06,MO0359,TT0359,Quality Control,Line D,Low,296,178,118,Completed,Emily,64,118,54
